product_id,product_weight_g,product_length_cm,product_height_cm,product_width_cm
cf2f39d01d87a97ef483826e052e0358,100.0,25.0,25.0,25.0
ca36223e14b83df526098afff99de992,400.0,16.0,16.0,16.0
a92044ede94468b593b5e4d92498f6c1,2200.0,43.0,11.0,35.0
dc52f0f5d3ec37a93eaf956cde4e5d2c,400.0,16.0,2.0,20.0
86742dc5c815f1c8c04c6e323e3c1865,6950.0,48.0,28.0,31.0
96cadd6d137bc9726fe1fae279d48631,1300.0,25.0,15.0,14.0
b2b7267fcaf435c1d6ff0fe43b6716d4,200.0,16.0,2.0,20.0
d2f5484cbffe4ca766301b21ab9246dd,150.0,16.0,5.0,20.0
8ea996926ff2f9c0e50e2f70b8e01051,1100.0,16.0,19.0,15.0
f8ccd11a8dd63145c9a4ad4424195c77,600.0,20.0,15.0,19.0
3c5ba90e09547db90868e803d139de30,8800.0,36.0,47.0,36.0
de35b12d754d29dc6d48ae30cfe1c23f,2200.0,43.0,8.0,36.0
7e9b52ab8c9b4c0fa93e431e8c3975e4,200.0,20.0,20.0,20.0
7b22327a8222cb724f17c3a0aa392517,1100.0,30.0,16.0,16.0
03d5bcd7db52bee20887c5034650185d,800.0,20.0,20.0,20.0
1cf0c9095608952cb1c65c4789946375,250.0,26.0,2.0,19.5
3ca3e63474ecf703f9c2f935cd25d202,200.0,16.0,2.0,11.0
8dfef1eace74e64779b2b82720cf9297,2500.0,20.0,70.0,15.0
0207e4dcdc1fe716b9dba71674c69649,200.0,16.0,9.0,11.0
272e51f7fc982529466144f8b68ec58e,3850.0,60.0,20.0,20.0
034abfb9b758233fd393bd361d4ec599,900.0,40.0,3.0,40.0
6413f8d0daa3a38887a14917589e7da5,400.0,20.0,4.0,25.0
abe171a94bee936786955f928bd764ab,1300.0,35.0,9.0,25.0
5f79d7b749aec40893c19987ad3b7722,300.0,18.0,16.0,16.0
d9a5a5120d4d357871acd5408cb10e18,100.0,16.0,5.0,16.0
fc0798ac98542ccc10a551720be6c257,15200.0,58.0,28.0,58.0
f538d01bc771eed83997a9e729627b73,100.0,16.0,8.0,11.0
8191994b4b3b86f1a4164ec05253fe86,200.0,16.0,12.0,20.0
2ea8e54a69bcb781ebb242db89132d64,250.0,22.0,14.0,27.0
eaa3fffe22b0b5efe02db64ab9d3bf84,1850.0,41.0,21.0,21.0
b93f2b23015548acbb6f8ee47a1fafa7,200.0,23.0,15.0,19.0
60bc15240c03ba82f305cd923bd93598,450.0,18.0,18.0,18.0
e485be8a88ca64e497e88b16af6cc11d,200.0,20.0,2.0,14.0
b6cefe1d620b9208fe6fae76b2c72887,200.0,16.0,5.0,16.0
7a2f315c0441e5d437270cdfcb089c43,13700.0,50.0,55.0,50.0
364c376300bf404053c44c790b493868,2050.0,20.0,8.0,13.0
67cee25aae565b8f1182ea8c37440103,1650.0,100.0,7.0,15.0
2e80de39baa315ca5657caf93b47593b,14900.0,27.0,60.0,41.0
f2e90d431275f1a4693d463ef8998581,200.0,27.0,13.0,17.0
2d8f2be4f08788ee3bf5356af2b2ee6c,100.0,27.0,13.0,17.0
924b2122bcd5d6eb53d37a167d3b1d47,250.0,16.0,2.0,11.0
3e0825a4db4691b744256bd5ad10d13d,5800.0,50.0,55.0,50.0
e8edca0429c0a6c8d22ef221bc0c4406,2250.0,42.0,25.0,15.0
3bec03860f3782ef8993056e01b8229a,400.0,16.0,2.0,11.0
8b32d57290216204e381c56c8938cfdf,700.0,16.0,11.0,11.0
a5e74dc2d01e8b9df1590c7160358273,7250.0,45.0,19.0,45.0
ef8c595d7bee1734828c0dde5ee24c93,8800.0,66.0,10.0,54.0
51218a8d006d67354e44e530d57f9a20,900.0,27.3,12.0,49.0
3cc52e01a315aba7f650574a3a256b1a,3100.0,35.0,20.0,35.0
5f7f310a159cca82e8b3c16c55fed675,100.0,20.0,10.0,20.0
a4fa3b8fa5953b0bd18bf4e0b4de499d,1350.0,46.0,2.0,36.0
c41394a593b75e8e4f3d1fb5e93e151e,28500.0,105.0,65.0,25.0
f80214fd7d681d1dcf12b3acaf4f0da7,12250.0,63.0,58.0,24.0
306e3f4a01df9f621c3b841e21f4018b,1400.0,30.0,15.0,15.0
3399c89d79d3f5f5843dd138828eed23,600.0,16.0,10.0,16.0
544523486eda57c8fe25acfe423abaf4,1300.0,22.0,9.0,16.0
2b6bdbd36e77e8c9909b853aa70863e1,1950.0,20.0,20.0,20.0
71d0e3ec0bdc49ee5306a631e9000205,850.0,60.0,15.0,15.0
346d328b23bb444b90c152d165c0d6be,200.0,19.0,5.0,11.0
84c6e1fb0400fb720bfd40e3396e9044,2900.0,40.0,7.0,30.0
0dca8d5a97d194381241e35ae58378d0,850.0,35.0,15.0,35.0
5626de2494437b1b23f9f6ecebc25faa,1250.0,35.0,20.0,30.0
81e32892fb8587aa24b175d42bb6bfcc,2000.0,45.0,16.0,16.0
75a97eddd2c4f87073f7ae075a32989f,400.0,30.0,30.0,30.0
4b6c44983d57ae2a934d661aca96d267,1150.0,38.0,10.0,38.0
3b4db17ce4f2c8731f83b093db7aa0b1,1750.0,32.0,10.0,40.0
01ef0716b68c8493434ad32430c24e18,1250.0,16.0,10.0,16.0
990ecadcf56234a68b3a0af8d01c0d8a,100.0,20.0,15.0,15.0
891c0f4a7b1b1c94d9df58099fce0539,1000.0,23.0,8.0,15.0
659b482254ec0fb387dc834f85c6b61f,100.0,24.0,2.0,17.0
1d428ce0aa0034293bcc5a23157c877e,2100.0,60.0,15.0,15.0
ffc156f3bc70df2545411c24a3f56e86,1100.0,25.0,32.0,25.0
e1b8f6708fbd98896278e000251dd8c5,350.0,30.0,15.0,30.0
52113f93f479d50c87659d39f4a702e6,5800.0,93.0,13.0,24.0
c8dc26795ea2ee96f3fa57453cd7667e,300.0,30.0,30.0,30.0
d000fdbc09d1aa4de0433bbe69b839d9,4150.0,42.0,15.0,42.0
61df31fa1090e36db0b04775b1df4b10,350.0,22.5,7.0,18.0
1764de90ccf31194230a1d33c9cb7dfd,1500.0,16.0,11.0,11.0
5c973b4202aac5c372a483e712306f4f,350.0,25.0,9.0,19.0
0198a991deae439205851e71a7b0bdf7,12600.0,74.0,8.0,74.0
c4fa0206ee58c2694c9642e6483b576a,500.0,16.0,14.0,15.0
f61c0084433ce5099faabd9e53e3cee9,2700.0,31.0,33.0,31.0
7c91038b7370c2ea3343e1472be3e97c,200.0,16.0,7.0,12.0
a8809124ebf08f5030bbde299cea0344,100.0,25.0,2.0,15.0
411f3255bc36b631b52b0452e9bae35d,200.0,20.0,2.0,15.0
c0a0317835135e4c05a7efcb08ca7fb7,300.0,20.0,10.0,15.0
7d04659ff78e0f7d991e8b699b5e5c3e,250.0,16.0,11.0,11.0
e003f36d13bbd2a55043974b99dc614e,900.0,37.0,23.0,24.0
07591f80309eb6393c6af043b234cb83,16650.0,58.0,28.0,58.0
5e8aecf4f90080173b0afd1bea6c129f,200.0,24.0,13.0,13.0
e78506414d2563b6414cfd84b7fa0802,450.0,20.0,8.0,15.0
d81b904343b926213ed5ffaefc63c3d7,350.0,27.0,4.0,11.0
6781eab14bf137c9a168c67a29c92c29,400.0,22.0,17.0,17.0
0da904b76a8131e90eb8af2e4826ea59,700.0,28.0,20.0,25.0
173d5a1b6c4ea4f41aafca840646d240,100.0,16.0,16.0,16.0
11068d52d5927407c556ffd893c3feae,2300.0,30.0,12.0,16.0
48abab76a7346e27ed907fed3f388483,4900.0,25.0,60.0,25.0
51250f90d798d377a1928e8a4e2e9ae1,50.0,16.0,5.0,11.0
187b7f06c80dc6842fdd117909a05be7,300.0,16.0,5.0,20.0
6cc9186dabae23739b55d97cc649c686,450.0,20.0,20.0,20.0
6d426dd1336e5a7d34470ae65bc68abf,3200.0,20.0,10.0,20.0
834df04774f3aa4b60bfd6f839f448bc,300.0,29.0,7.0,16.0
8523f9e0b27481a7154fd4d025d4a8d2,200.0,16.0,10.0,16.0
c7ef7595086f6654865bdd390d924f73,2350.0,20.0,14.0,30.0
1cbdeac95b6b615ddbffbc855d6f3385,3500.0,23.0,21.0,22.0
92fc46ca7d96704d71f84ed65943a0c1,1500.0,16.0,29.0,42.0
41b4a5533d32852e2d1cda03b2f6593b,300.0,25.0,15.0,15.0
7deb2eaebc9527d1f8bd20169d3c6b31,200.0,20.0,15.0,15.0
0364c36f8e845e4d309c0a3accc04b1c,16800.0,63.0,58.0,24.0
1e587ac160dfda2548e3517c33e7faf0,1800.0,33.0,23.0,11.0
9a8706b8c060b16e5f0d2925f20bc35b,100.0,25.0,25.0,25.0
4991aed650384274b2e7bce99caff130,300.0,18.0,8.0,16.0
f34aa01a3fe4306c96dccc1256bfa358,1500.0,22.0,12.0,33.0
6a44a19c645421001ab4d4c7eb1b687f,20850.0,45.0,50.0,45.0
4b2042bfdcfa4cf33625cad29a15e107,200.0,24.0,9.0,16.0
43423cdffde7fda63d0414ed38c11a73,350.0,16.0,14.0,11.0
d9cb2ed0c6d5ccdd1da7ae9e8cad120c,10300.0,45.0,28.0,45.0
f5443c96d5d4291232e65a79ae8f5d6e,20500.0,58.0,28.0,58.0
d6cec2afdc77fa4fee68421a31601ffc,300.0,22.0,14.0,22.0
0296dd002a346e3bbdda4e0bc48a5073,13450.0,76.0,14.0,56.0
70f428e27525599ff5e85a5f8ea950c9,23500.0,60.0,60.0,30.0
627290fff23f56cd331134527afdb44c,800.0,53.0,8.0,11.0
133eefb3fc03b13ebded258788747304,100.0,19.0,3.0,11.0
daaecc80de83040eafd3e180383aee40,300.0,16.0,12.0,11.0
2ab3937e84ae4f7c4b6549b05c95df0b,100.0,20.0,15.0,20.0
39478306951bbc2bdafa47682ce2ea10,250.0,16.0,2.0,20.0
db06cb56480828c737eb321fa65529fe,1000.0,18.0,9.0,16.0
27a0efaf663e56e8cdf556af23947540,1200.0,40.0,10.0,37.0
3a8ff46f18e44e6c0b36e8b03de7a661,100.0,24.0,2.0,17.0
115d882d50c476a481e899b79aca6174,600.0,16.0,10.0,18.0
ab52c2c44ec8bebc9559a03ec12c8eec,1500.0,38.0,30.0,28.0
a0baf68f73515bb20254e024f0cae124,10000.0,50.0,26.0,46.0
94fd5d10b3c43870bc6aa0350422984f,300.0,16.0,2.0,11.0
858ed29b6a92531d814633bc30c7de6a,250.0,16.0,19.0,12.0
f077214034cd3d8d4f35074bc2ddf0dd,1300.0,31.0,14.0,18.0
9456cf1bbafac590a3b7698a06cb190f,200.0,20.0,7.0,20.0
848571fddb8936358c30d2a9534c2848,1100.0,60.0,15.0,15.0
dca4001de39ebfec2fe6c82ced66c569,9100.0,54.0,20.0,40.0
d69b7880f262ed14de5f8149d2f0931d,4600.0,16.0,2.0,11.0
b29c1749f99da888ea322a01420d5220,1100.0,30.0,5.0,22.0
85e47c36b9e15522778da086983e41f4,90.0,25.0,3.0,15.0
c5ad326b3a54c59279a9fc949c788267,900.0,17.0,29.0,29.0
35382d3a4938866b6dd534f2d6c18763,550.0,16.0,16.0,16.0
3fd54fa89540c8695053a6ab83869a3e,500.0,16.0,11.0,16.0
4f0e792a9848638db4b1e3f1b5ce1c58,200.0,26.0,6.0,21.0
6e40985ec667ded54668d2b70a7aa0a2,550.0,25.0,15.0,15.0
56f096959d0abfbb601eaf570323d766,900.0,20.0,20.0,20.0
e90ed53e840b695011804e816dc3bdd6,20100.0,42.0,63.0,42.0
dd60cac04e6bcbc919cb1c7dcc473211,900.0,45.0,20.0,25.0
61f892cad282d3059bd33ae0eef5b02d,500.0,35.0,7.0,27.0
4b3fdef46248a9b4ad048454b431a586,800.0,20.0,20.0,20.0
0e643adf6c6b66f31c00e354a06ee0ab,2700.0,27.0,32.0,17.0
52e37c9cbbaeb5b36a8a9b64825cab27,5850.0,60.0,20.0,29.0
8f8da536db2e56474860f8c768aba642,1900.0,32.0,29.0,28.0
6adc261becb6dfbd0fec7c705521f76b,500.0,16.0,16.0,11.0
4c05be00027392c898ab59a94fad2151,250.0,26.0,5.0,18.0
6fc899fd090b5b49145aefa27ce95d82,100.0,16.0,6.0,15.0
ff09881af9c1e65a6a403eb9e50f18a7,400.0,20.0,16.0,16.0
24c855c83d506d85c7386ff94d6c8db1,700.0,25.0,25.0,25.0
ee6b5ed8506cbc383831f412a1caeb87,13500.0,45.0,15.0,35.0
7192b9106c527efa0a6201bfe26ad753,2800.0,51.0,35.0,26.0
9fd2f153a01bbc71f5d9fe618da73738,3300.0,38.0,35.0,20.0
d6c90261eb664ba97949a548e55d6c34,4100.0,40.0,12.0,38.0
7111ccb1bbdad177f74cf4371d1a18be,200.0,16.0,16.0,11.0
73064dfeb27bf7cc4599c2f842438bad,900.0,16.0,13.0,13.0
d8a3b568800dd60242c366e5e02184e4,550.0,16.0,10.0,12.0
957bdadbdfc3aa7b33ac86d926721838,450.0,20.0,15.0,15.0
28c95d7653177449fd4b6fc7adb63ce9,400.0,19.0,9.0,15.0
77f58cee632c3e85a285021a3d2a46da,6050.0,23.0,23.0,23.0
8a34e97a5098e93f13e0573591fcab5e,5100.0,46.0,20.0,46.0
ba230fd749fb6b55c62e45d69a09f42d,3750.0,34.0,12.0,43.0
f7d7b5c58704fb359a74580622800051,950.0,45.0,15.0,35.0
5b5974c1b9dbbe88f54c90124e335c3b,900.0,32.0,40.0,28.0
644142681aaa7dc3765992fd7c4644fe,800.0,16.0,22.0,36.0
2644ba2d059f5ddf0520e34db25fb62d,400.0,16.0,11.0,12.0
00e7e47983a6ea09668e981a553172a0,300.0,30.0,5.0,20.5
cc02ea01817f1cb21e6708bc19f1ee20,4400.0,36.0,12.0,45.0
b4693721011686a49e4b8fac4e527dde,450.0,20.0,35.0,20.0
a9bee48e0a7a18e54e069c38a97e8b6c,400.0,30.0,4.0,17.0
12c567b916f6f3bb02b2557456a30212,3100.0,30.0,13.0,25.0
7020155570361756e1febb34e0dbfe79,3500.0,20.0,20.0,20.0
54d9260785f11c05ad373ce8465212da,750.0,20.0,10.0,15.0
fe1ee1f8bfbb79fe10856189a0c35229,1400.0,33.0,26.0,28.0
8815734317fa2693bcce3db610158d92,1400.0,20.0,20.0,20.0
1b0df3a1eb85ef19f2f86bab80f8dad2,750.0,30.0,12.0,16.0
f32415d23c358ef1e387a7d329d9ce9f,550.0,66.0,12.0,12.0
f495f61bdd34742ab23c7fabab99323a,300.0,21.0,6.5,16.0
76f4d017416dbf316f05abe3a1aa04df,1400.0,22.0,12.0,33.0
f1f3ece7dfe21f4c6f87903cd5bdd11d,300.0,20.0,2.0,15.0
5f52559f184d17058ef24e705a0b4ed2,200.0,60.0,16.0,11.0
a1ec5fbe1a4c98f11e187697bc16d499,3500.0,17.0,28.0,24.0
16f5ac64a6f24c22fa647acb6bb31a95,3300.0,34.0,12.0,30.0
857d73e07effc672f1427fd2581d6cb3,600.0,32.0,4.0,29.0
baa1fd3231ef36f7fea009503748eab4,400.0,20.0,10.0,15.0
1817be76e48588632c33c4f112a79426,300.0,16.0,11.0,20.0
069a004edf898d16c9331bafd6ac7f46,950.0,25.0,25.0,25.0
f63c7bcef288551f1d87aca49b3b171a,200.0,24.0,2.0,17.0
4249af1f26b1de8d27a7284a4b461a0b,300.0,40.0,10.0,25.0
111d2196db17a3d5d1534879388bd691,300.0,18.0,4.0,12.0
060965aa6dfa817b80abda0c9413cc77,22250.0,85.0,23.0,68.0
5264bb8a8395e30c0d59ac73be2c7613,50.0,19.0,3.0,11.0
35d56b64516746f2046a4dd2b16f9027,6950.0,60.0,60.0,30.0
65841ad29fc48cd40902e03da7511e05,7500.0,33.0,22.0,46.0
50a64d6b01398039142e3e0be6f2fca4,5900.0,40.0,10.0,30.0
1395c0f64373a0771d89b9f16f185dc6,300.0,40.0,30.0,30.0
4d2ac056e4d3952a78d7dc3350a87297,200.0,16.0,5.0,11.0
a6b56b20f93907299eef6ea711338269,10150.0,50.0,5.0,45.0
3ab181ea2f9cc4be74bad27ef8a03492,3650.0,40.0,10.0,30.0
0f2c050d2c40993f772ee0b25e8da0ed,300.0,16.0,10.0,16.0
aacee6f1f7be193e891a8cca7a3a849a,100.0,16.0,9.0,11.0
3f9db4ff95890df33167856d315a05bc,2500.0,22.0,27.0,26.0
8ab46c51f623061b5d81424699d885f0,600.0,16.0,20.0,15.0
ae39a60d9d830340edf374b7cb0f6e71,30000.0,65.0,50.0,70.0
2bb75875912f16e86de0a9ad855d92b8,400.0,18.0,7.0,16.0
9cfb6da38dab3ad1f5e8cf3189ab6ae1,700.0,40.0,10.0,34.0
635b0964f7d41f9ce3275551c36a44d8,800.0,38.0,8.0,28.0
6b6b162b177d0f36987993aecbe1c65f,20450.0,35.0,35.0,35.0
9bfe124c6ac54e564cd19b2332b35d32,1800.0,40.0,30.0,30.0
ca5c923962558430573f83661dbe36d6,1250.0,40.0,20.0,30.0
b973581b7ad538c460edbf9378b173ad,350.0,16.0,19.0,12.0
1799c1c2eadf9f798fd74599e6028510,50.0,18.0,18.0,12.0
0eb5d1d033dcdd7b9b11658ce84ee8e9,350.0,16.0,4.0,11.0
8370d380081c2d0956d4d134e445854f,200.0,18.0,8.0,13.0
e9577a98bb46a3ccb70fa5a012495183,3000.0,69.0,11.0,11.0
5991d036c20c6afec567cb3b852e616d,1400.0,30.0,30.0,30.0
e32b0a4c919a0f8be813786207e6b268,1400.0,20.0,20.0,20.0
6d01fb6c593d9afd887262570b656f9e,2350.0,22.0,24.0,40.0
d8b66f40733554b25f9c67fdcf2b0928,400.0,30.0,6.0,11.0
dfeb7c8b7bede7a7bab2d4eefdebd5ac,500.0,17.0,10.0,12.0
213e2ce140e9d3ed98d1a89b6cbca7c3,1350.0,21.0,10.0,15.0
49c74a27648a6b54f31706c1adf2f77c,6400.0,80.0,4.0,55.0
c8eb5b2d7173db25ec9bfc54dcb4ccbb,400.0,25.0,10.0,20.0
c38640ae3a92231abddd15f1fd863eb2,950.0,50.0,5.0,30.0
739623b89d74a8fe22a2c7c8d77b12ec,200.0,40.0,5.0,11.0
94e7b2eb60fecce634f6dac06285c3a4,700.0,18.0,8.0,16.0
0b91bd120cb0590b0746cd2b5bbed9ea,500.0,16.0,2.0,11.0
39d5577b413907bf3a1d2f9ab9510863,1500.0,40.0,5.0,30.0
485aa17cb179a6624fb0c9e12cc639d1,900.0,18.0,9.0,27.0
c0f957a555a4963d82840e7ca9e06796,1900.0,27.0,17.0,17.0
aff542973ab418cf6f9dada3a50487bd,300.0,16.0,17.0,11.0
b935c4a30d29406e3633e74b9b887307,2200.0,38.0,7.0,31.0
3d0607483e33b97941bebd375f275c5a,2300.0,45.0,15.0,35.0
ac13dc18a1ae4a6f7f69058f6f21489c,3500.0,36.0,11.0,26.0
9168b267aa5b3d494105722067f0c1db,3000.0,20.0,15.0,15.0
2ffdf10e724b958c0f7ea69e97d32f64,200.0,18.0,8.0,12.0
26baeb9025380946e10f3f86d808e24d,500.0,20.0,8.0,20.0
d9e77a9aeffd10aa1a6f2d0ad00608ac,29500.0,43.0,13.0,43.0
956d19f9b8366d1675cc4ffd0bf10d87,400.0,16.001,11.0,17.0
966b5d9192f75a085e72b4861e25b5df,1000.0,22.0,22.0,20.0
3a4c258c71b027dfe480fdb608e2d9a1,1400.0,22.0,12.0,33.0
39084b68d30ae3ce2bdaf467ed4f3dbc,250.0,16.0,11.0,11.0
d9d3f97d19971e6e134c04428b7ef416,600.0,16.0,12.0,15.0
cc99f9e6673b4a99658d70f73c3bf1e6,1150.0,37.0,5.0,28.0
b1f36ed137ac4f8330b80d984749a112,700.0,18.0,8.0,13.0
5a2e4a0d645a2d5af3244c6257f898db,5500.0,25.0,12.0,15.0
60583a83a08e3bb8c9fd974983021a34,3600.0,46.0,19.0,32.0
fcb1968b9d2498d4ae2e6f48fa2e5d6f,400.0,25.0,16.0,16.0
e481ccaef98d097cf96e81049486a427,3000.0,69.0,11.0,11.0
424894ddaa2676e63fa0ec704d7132af,200.0,24.0,9.0,16.0
b9a248fd2814f6564a158c8f3c2b1db3,200.0,16.0,2.0,11.0
f8d3e4ddff67f24dc2e481c6ed11c505,750.0,28.0,20.0,28.0
f178a0d6eab6dad1cee60929eb295079,300.0,16.0,6.0,11.0
bb225b185b631d856dc1580ca5c3708e,1300.0,42.0,12.0,11.0
842810eb163bf9067ed8d5a38a9ba79b,1200.0,22.0,9.0,22.0
bc9b777dcebf814cf56193dcef254448,250.0,16.0,5.0,20.0
f6a1427197e9c6f9e433c669e64d07bf,300.0,22.0,6.0,20.0
4d882bfbe6d83c0671d5b2776d46c248,28100.0,97.0,9.0,75.0
811f973313e8219988a69cc140c447f0,1300.0,20.0,20.0,20.0
b620a403f100fea663ebb5d3875945b6,200.0,16.0,2.0,20.0
c1c27de6591a9eaeb865eed7b905b046,500.0,40.0,20.0,30.0
458a38626f2b1186239246c1af1e3e89,300.0,26.0,8.0,11.0
6c8353ee35a281d45677fc3715958586,200.0,16.0,2.0,11.0
5d8ad55d3f8971622b53ef88f1229af9,2300.0,40.0,20.0,30.0
0bcc3eeca39e1064258aa1e932269894,1800.0,37.0,22.0,40.0
0b3f89ace3b97bec2e2d981cfd2537b3,1150.0,40.0,5.0,30.0
99e7a2d9b0dbc8efb9ee71e448f448b1,1400.0,23.0,39.0,30.0
87928f2c04d4f438b5b9c5977a4e3425,300.0,16.0,6.0,20.0
1044553348b72484f085840b26dfbbfb,1400.0,30.0,25.0,20.0
ee99026a2d04ff2294f42f8cf337029b,1300.0,25.0,14.0,24.0
b3d5381b0dfde5abb2ab80cadb8eae3d,7200.0,40.0,10.0,30.0
7ce57d3b4580add21034625c406cfd6e,600.0,16.0,5.0,20.0
3be7e2b5cea3dfd6035cdb16819de004,300.0,16.0,35.0,25.0
6ec26071510e1cf38d6988f473f8d7a5,300.0,40.0,3.0,40.0
de4a3b94f9575300ffcb6cdbee0d3833,300.0,20.0,10.0,20.0
50e08517d3e71a6c24abf633e8d88ca1,1450.0,35.0,13.0,25.0
eacbd700e7bd89b17da97fcf90b5e4c0,1000.0,24.0,8.0,34.0
d86db9a9e478ff057c0541537639a10e,300.0,25.0,2.0,17.0
5455dbe20e64b08413e0f2c451e31ab9,700.0,42.7,7.2,53.5
7a73e747f2af0ee8647b325e69812acf,2200.0,16.0,44.0,34.0
ebc5d9dbe580179bfd3d098c54748f56,2800.0,25.0,10.0,17.0
4ef0124968bdc099c9a992a37bcb4155,700.0,36.0,7.0,32.0
efe8da1f11d73ce34a722a904ef4b72b,300.0,20.0,9.0,14.0
50fb18d695b5aae07f388b0b5e85899b,300.0,17.0,6.0,13.0
b636ac626ebe07049f600c5490cc76f8,350.0,16.0,2.0,20.0
11a8af1af041fa2d890e7922566feadb,200.0,16.0,6.0,11.2
c0a933a473d7482b1ae218c7f3a0c743,1400.0,26.0,5.0,18.0
16aa6553ee2cf0a316e29f8808ab165c,500.0,16.0,16.0,22.0
22987ac91ce88914a02ba820e569ffc9,13500.0,55.0,25.0,45.0
ffbe169d395060d7fb975c990581a329,700.0,40.0,11.0,30.0
39f8f293734d53e9c5228a61cdf350e8,400.0,20.0,20.0,20.0
356260965b761056864ff939baeb4b22,9150.0,49.0,32.0,35.0
29bcb163d2d9fdda52f39e9b84f2eec7,900.0,35.0,15.0,15.0
4f05c47ca625c906895a4e278e722abd,1100.0,37.0,23.0,35.0
4ae1bd4115a0ea08489ff7e821ddc4e5,5300.0,40.0,20.0,40.0
9d489ab920498d03a7eb2c70866e5982,200.0,20.0,2.0,14.0
ce6eb1be306f71fe9c2301a9b57d98fe,2100.0,36.0,11.0,26.0
868b3136c5b206f91b8208fbfdf2cb7c,800.0,45.0,10.0,34.0
b0a954d13efe24ba6513fad99bea2967,1350.0,16.0,16.0,18.0
1a43e86fd17dcec91ec053c9a1adeaac,400.0,27.0,12.0,17.0
e4dc7bc4218ab9f4d8b141ad0d2e865b,450.0,17.0,4.0,28.0
1c21c11ea2efbcaa7ee31c3191300a58,600.0,22.0,16.0,16.0
d7bcc72ff5de4950c4ec5c08f71cc4bd,30000.0,35.0,66.0,42.0
ecf23a6c1689e2bed38171ececac6138,1700.0,16.0,17.0,17.0
c023dc7b323cb5a452d21cd0742c9bf1,600.0,16.0,15.0,11.0
16bf5b33facae0b51c4a726af09e6048,19350.0,58.0,50.0,40.0
bab4be57d11737df5de7ac02804e6634,150.0,19.0,7.0,12.0
5d5e6399539bf6aad4ef85672a632075,1300.0,16.0,10.0,15.0
767d638097c2fb8c694b0a896ed3492a,100.0,27.0,13.0,17.0
b988dcec4901f325d06b162e02b3c5d6,500.0,16.0,12.0,12.0
d07ac0112a80ce7475f0b59a170a3046,1450.0,30.0,8.0,21.0
d1013a41c46372ab9ea7a138bdc6ad81,1000.0,53.0,8.0,11.0
0432203d03868bfe5fdbb86fb2148474,12000.0,53.0,30.0,45.0
e2a1d45a73dc7f5a7f9236b043431b89,9000.0,16.0,5.0,33.0
ab764220c8be90c77dd82f16ca6d7564,400.0,16.0,5.0,16.0
e53439e32b15b04bee8c938b0b85b605,400.0,16.0,2.0,11.0
bbc5419bc92d76e27795c9ec2c233c64,30000.0,55.0,75.0,61.0
1264d5ede085c34d455f62cceca87791,2050.0,33.0,8.0,26.0
e058c61cf68327217d4bc8b13d07cd64,600.0,17.0,10.0,24.0
0e8e4a0395c9676d98435affbbfe5c3d,950.0,16.0,16.0,16.0
33d2ec1d9491e241beb05bffee84bbec,300.0,16.0,2.0,11.0
e756f3f73af3c08dad566b84cf5c66d7,150.0,16.0,12.0,11.0
7d537f37cb20c7ccb74397390322047d,2000.0,30.0,12.0,16.0
e355d989e7c7101b4e80a8e9052985fd,650.0,46.0,10.0,34.0
54ea6ddfad5ec503d14721a10224bb76,500.0,70.0,8.0,40.0
f0fc185bb8f16b23f0f203be3a2d9d6e,400.0,25.0,5.0,11.0
b7ef4098281dc17c89d97374e19ef04c,1000.0,30.0,11.0,20.0
8b2eea9258754b47d5e4a9937f113a77,600.0,17.0,10.0,12.0
2d915801b31f1140810a5bfe56f40276,1650.0,45.0,15.0,35.0
b77dd6385638733dd46bf68b093715b7,150.0,19.0,5.0,11.0
abb6d4bde3328a91326ffe63e6130ead,2450.0,24.0,6.0,23.0
7e775daffa00892bdd6b7672e05dd31d,650.0,16.0,10.0,16.0
96e04f182dfc420d17e333f362b56ab2,1600.0,54.0,9.0,42.0
88783679f674df442468c4a1a5fcbd0a,650.0,32.0,2.0,20.0
bd7bdac6fc0f36814e9db2eba5613dcc,3500.0,45.0,15.0,20.0
deecc62b2db3d87ff4d9fe364fead01f,350.0,16.0,10.0,12.0
bef62ba6496efef61af114c35c91ddb3,12600.0,43.0,47.0,29.0
164a001b8c3c3be1c4c04f158bfafaca,3100.0,35.0,16.0,11.0
39af1c81c0e72ebd1f5454972c24ca38,1000.0,18.0,18.0,18.0
acd2d6114d9aa5687e8cdd898d5311b3,500.0,18.0,10.0,13.0
b8a0d73b2a06e7910d9864dccdb0cda2,450.0,16.0,10.0,20.0
8b10d9525f4806f9a1e9d1665506ab4f,800.0,19.0,9.0,15.0
4f90c408cc89d73465ffd286ac21ae4b,3000.0,45.0,47.0,20.0
4066f66e5bd7a5371448d70eeb24b9dc,450.0,30.0,5.0,20.0
d767651561474e5b08ee9a2674146331,400.0,33.0,6.0,22.0
da9b03534cf8920e0071a30552042afa,6900.0,38.0,8.0,80.0
5415fa4d6c000c97cddafcf0419b09f7,800.0,16.0,9.0,11.0
0efb0a47500c44e05a5930cae12307d4,18400.0,53.0,77.0,33.0
7c4a8bec217df1de0df2b5aaf8175b65,200.0,16.0,5.0,11.0
9ac3471b9357338ea8054108a00389e3,100.0,18.0,18.0,18.0
0257013d9462b3b6e9892bdd10ebe14d,300.0,20.0,10.0,20.0
531eac787cf2bf008b0c3ec387135ae0,400.0,22.0,24.0,24.0
edfb12f6fd9cb4fb1eec00ad28ea5c74,100.0,16.0,11.0,11.0
